,Id,Name,Type,UrlName
102,54a73e65e779893a797fff6f,Rhino Prime Neuroptics Blueprint,Warframe,rhino_prime_neuroptics_blueprint
103,5911f11d97a0add8e9d5da4c,Disarming Purity,Mod,disarming_purity
104,591844575c170664fbd37eb6,Gorgon Wraith Stock,Weapon,gorgon_wraith_stock
105,59a5cd4d5cd9938cfede7045,Ballistica Prime String,Weapon,ballistica_prime_string
106,54a74454e779892d5e515676,Crossing Snakes,Mod,crossing_snakes
107,54a74454e779892d5e515678,Rejuvenation,Mod,rejuvenation
108,54a74455e779892d5e5156e3,Dig,Mod,dig
109,54a74454e779892d5e515679,Shredder,Mod,shredder
110,54a74455e779892d5e5156f3,Continuous Misery,Mod,continuous_misery
111,56783f24cbfa8f0432dd89b0,Vasto Prime Set,Weapon,vasto_prime_set
112,54aaf1d2e77989786a5f748b,Arcane Avalon Helmet,Skin,arcane_avalon_helmet
113,54a74455e779892d5e5156f5,Thermite Rounds,Mod,thermite_rounds
114,54aaf1dde779897eebeee19d,Arcane Flux Helmet,Skin,arcane_flux_helmet
115,54aae272e7798975bbba5f07,Telos Akbolto,Weapon,telos_akbolto
116,54aaf1eee779890a8654131d,Arcane Aura Helmet,Skin,arcane_aura_helmet
117,54aae2ace7798918750e63f2,Sancti Castanas,Weapon,sancti_castanas
118,5729bd11cb59ed5a9b484e90,Rift Strike,Mod,rift_strike
119,5729bd15cb59ed5a9b484e91,Vulcan Blitz,Mod,vulcan_blitz
120,54aaf209e7798917c67289d4,Arcane Gambit Helmet,Skin,arcane_gambit_helmet
121,54aaefd0e77989436b138405,Arcane Chlora Helmet,Skin,arcane_chlora_helmet
122,54aaf231e77989307d9accb2,Arcane Esprit Helmet,Skin,arcane_esprit_helmet
123,551085ece7798972cb579c3e,Arcane Trickery,Arcane,arcane_trickery
124,592dd262011e88f094afec7e,Oberon Prime Neuroptics Blueprint,Warframe,oberon_prime_neuroptics_blueprint
125,55158cd0e7798915e9d64c1e,Volt Prime Neuroptics Blueprint,Warframe,volt_prime_neuroptics_blueprint
126,54aaf265e779895081b99385,Arcane Phoenix Helmet,Skin,arcane_phoenix_helmet
127,59a5cd4d5cd9938cfede7044,Ballistica Prime Lower Limb,Weapon,ballistica_prime_lower_limb
128,55158cd9e7798915ee6bd13f,Volt Prime Chassis Blueprint,Warframe,volt_prime_chassis_blueprint
129,59eba86952f90ed715e14157,Marquise Veridos,Gem,marquise_veridos
130,54aaf284e77989627dc20627,Arcane Reverb Helmet,Skin,arcane_reverb_helmet
131,5526aec0e779896af9418258,Explosive Legerdemain,Mod,explosive_legerdemain
132,595567c18e34b5ed3cb3d9bc,Smite Orokin,Mod,smite_corrupted
133,54aaf29ce7798971c40870b8,Arcane Hemlock Helmet,Skin,arcane_hemlock_helmet
134,5526aec0e779896af941825b,Vampire Leech,Mod,vampire_leech
135,5d21ce47f4604c012d1e0c15,Zhuge Prime Blueprint,Weapon,zhuge_prime_blueprint
136,5d21ce48f4604c012d1e0c16,Ninkondi Prime Chain,Weapon,ninkondi_prime_chain
137,5d21ce48f4604c012d1e0c17,Zhuge Prime Receiver,Weapon,zhuge_prime_receiver
138,5d21ce49f4604c012d1e0c19,Zhuge Prime Set,Weapon,zhuge_prime_set
139,5d21ce4af4604c012d1e0c1a,Wukong Prime Neuroptics Blueprint,Warframe,wukong_prime_neuroptics_blueprint
140,54a74454e779892d5e5155a1,Ruinous Extension,Mod,ruinous_extension
141,54a74454e779892d5e5155a2,Savagery,Mod,savagery
142,54a74454e779892d5e5155ca,Pistol Gambit,Mod,pistol_gambit
143,54a74454e779892d5e5155d5,Gleaming Blight,Mod,gleaming_blight
144,54a73e65e779893a797fff6d,Ember Prime Neuroptics Blueprint,Warframe,ember_prime_neuroptics_blueprint
145,54a74455e779892d5e5156ad,Lingering Torment,Mod,lingering_torment
146,54a74454e779892d5e51558d,Hammer Shot,Mod,hammer_shot
147,5655c4b3b66f832e11abd3fb,Primed Shotgun Ammo Mutation,Mod,primed_shotgun_ammo_mutation
148,566751d35dcbc186f0536bd6,Arcane Velocity,Arcane,arcane_velocity
149,54a73e65e779893a797fff72,Nyx Prime Blueprint,Warframe,nyx_prime_blueprint
150,56675653f9001cd2824a6827,Dera Vandal Stock,Weapon,dera_vandal_stock
151,5667568bf9001cd2824a6828,Karak Wraith Blueprint,Weapon,karak_wraith_blueprint
152,54a73e65e779893a797fff76,Nyx Prime Systems Blueprint,Warframe,nyx_prime_systems_blueprint
153,54e644ffe779897594fa68d0,Swing Line,Mod,swing_line
154,56783f24cbfa8f0432dd8999,Dual Kamas Prime Set,Weapon,dual_kamas_prime_set
155,567af35fcbfa8f05d076a51d,Measured Burst,Mod,measured_burst
156,54a74455e779892d5e5156c3,Safeguard Switch,Mod,safeguard_switch
157,585a93012c2ada004f1a297e,Prisma Shade,Sentinel,prisma_shade
158,5d322d1174bdad027da4d08e,Gas City Lobby Scene,Misc.,gas_city_lobby_scene
159,54a74454e779892d5e5155d6,Overextended,Mod,overextended
160,54a74454e779892d5e515641,Protect,Mod,protect
161,54e0c9eee7798903744178ac,Total Eclipse,Mod,total_eclipse
162,54aaf2ade779897b41e2872c,Arcane Pulse Helmet,Skin,arcane_pulse_helmet
163,59dfeb63115f1d887cfd7abc,Vigilante Pursuit,Mod,vigilante_pursuit
164,554d3f0ce779894445a848f5,Purging Slash,,purging_slash
165,54aaf2f8e779892b01b42391,Arcane Mag Gauss Helmet,Skin,arcane_mag_gauss_helmet
166,54aaf526e779896a8c2ecfd8,Ancient Fusion Core,,ancient_fusion_core
167,59e91860f25be4e10d36571f,Furax Wraith Right Gauntlet,Weapon,furax_wraith_right_gauntlet
168,554d3f0ce779894445a848fe,Auger Strike,Mod,auger_strike
169,54a73e65e779893a797fff71,Nyx Prime Neuroptics Blueprint,Warframe,nyx_prime_neuroptics_blueprint
170,54a73e65e779893a797fff77,Rhino Prime Blueprint,Warframe,rhino_prime_blueprint
171,54a74454e779892d5e515603,Steady Hands,Mod,steady_hands
172,57bc9c84e506eb45ea251458,Tigris Prime Receiver,Weapon,tigris_prime_receiver
173,56dac8cc5cc639de0a45c52c,Energy Conversion,Mod,energy_conversion
174,55a46c61e779890338bfadd8,Arcane Resistance,Arcane,arcane_resistance
175,54a74454e779892d5e51560d,Lethal Torrent,Mod,lethal_torrent
176,56fdbd6c2e26966de716e433,War Blade,Weapon,war_blade
177,554d3f0ce779894445a848f2,Detect Vulnerability,Mod,detect_vulnerability
178,57c73be094b4b0f159ab5e14,Elemental Sandstorm,Mod,elemental_sandstorm
179,54a74454e779892d5e515612,Steel Fiber,Mod,steel_fiber
180,54a74454e779892d5e5155b9,Magazine Extension,Mod,magazine_extension
181,55c15473e779895de4118590,Concealed Explosives,Mod,concealed_explosives
182,54c685c4e77989137eb0f9be,Primed Ravage,Mod,primed_ravage
183,55c154a7e779895e0186c0a4,Depleted Reload,Mod,depleted_reload
184,58b57068eb26db5c31192116,Helios Prime Carapace,Sentinel,helios_prime_carapace
185,54ca4337e779891a2e3fbc83,Wyrm Prime Systems,Blueprint,wyrm_prime_systems
186,56153692b66f836f7d649936,Trinity Prime Neuroptics Blueprint,Warframe,trinity_prime_neuroptics_blueprint
187,54e644ffe779897594fa68ce,Mind Freak,Mod,mind_freak
188,54a73e65e779893a797fff42,Fang Prime Handle,Weapon,fang_prime_handle
189,54a74454e779892d5e5155ff,Streamline,Mod,streamline
190,54a74454e779892d5e515688,Insulation,Mod,insulation
191,56a7b2901133f656cb085d8f,Pressurized Magazine,Mod,pressurized_magazine
192,56dac5b05cc639de0a45c527,Ambush Optics,Mod,ambush_optics
193,54a73e65e779893a797fff73,Nyx Prime Chassis Blueprint,Warframe,nyx_prime_chassis_blueprint
194,5526aec0e779896af941825e,Capacitance,Mod,capacitance
195,54a74454e779892d5e5155fb,Shell Compression,Mod,shell_compression
196,54a73e65e779893a797fff75,Loki Prime Chassis Blueprint,Warframe,loki_prime_chassis_blueprint
197,554d3f0ce779894445a848f8,Bore,Mod,bore
198,554d3f0ce779894445a848f9,Signal Flare,Mod,signal_flare
199,55c153bfe779895d7c52cd96,Lightning Dash,Mod,lightning_dash
200,54a73e65e779893a797fff83,Mag Prime Chassis Blueprint,Warframe,mag_prime_chassis_blueprint
201,5707cc07a820909ab922558e,Snipetron Vandal Set,Weapon,snipetron_vandal_set
202,55c153d3e779895d8cb3df5f,Battering Maneuver,Mod,battering_maneuver
203,55c153e0e779895d97f9cca1,Piercing Step,Mod,piercing_step
204,54a74454e779892d5e515617,Fireball Frenzy,Mod,fireball_frenzy
205,54a74454e779892d5e5155b8,Lasting Purity,Mod,lasting_purity
206,54a74454e779892d5e515618,Energy Siphon,Mod,energy_siphon
207,54a74454e779892d5e51561a,Stalk,Mod,stalk
208,54a74454e779892d5e51561d,Magazine Warp,Mod,magazine_warp
209,576459d33ae92d545fd1e7ba,Infiltrate,Mod,infiltrate
210,54a74454e779892d5e515643,Coiling Viper,Mod,coiling_viper
211,5765ab4947837cf09eec1f02,Primed Pressure Point,Mod,primed_pressure_point
212,5783908cd9b6753790c89e7f,Cold Snap,Mod,cold_snap
213,54a74454e779892d5e515644,Hell's Chamber,Mod,hells_chamber
214,5911f11d97a0add8e9d5da4f,Stockpiled Blight,Mod,stockpiled_blight
215,59a5cd4d5cd9938cfede7042,Nami Skyla Prime Handle,Weapon,nami_skyla_prime_handle
216,54a74454e779892d5e51560b,Fracturing Wind,Mod,fracturing_wind
217,5914639e6b46c14200a37888,Fulmination,Mod,fulmination
218,54a74454e779892d5e51562f,Ammo Drum,Mod,ammo_drum
219,588247dcefa102dc532bd503,Sovereign Outcast,Mod,sovereign_outcast
220,59dfeb5c115f1d887cfd7ab5,Gladiator Might,Mod,gladiator_might
221,54a74454e779892d5e515631,Heavy Impact,Mod,heavy_impact
222,54a74454e779892d5e51563f,Thunderbolt,Mod,thunderbolt
223,54a74454e779892d5e51564c,Pool Of Life,Mod,pool_of_life
224,54a74455e779892d5e5156a3,Entropy Burst,Mod,entropy_burst
225,54a74455e779892d5e5156a4,Fatal Attraction,Mod,fatal_attraction
226,54a74455e779892d5e5156a5,Seismic Palm,Mod,seismic_palm
227,54a74455e779892d5e5156a7,Pressure Point,Mod,pressure_point
228,54a74455e779892d5e5156ab,Modified Munitions,Mod,modified_munitions
229,54a74455e779892d5e5156b0,Natural Talent,Mod,natural_talent
230,54a74455e779892d5e5156b3,Flechette,Mod,flechette
231,54a74455e779892d5e5156b7,Shimmering Blight,Mod,shimmering_blight
232,54a74455e779892d5e5156b9,Justice Blades,Mod,justice_blades
233,54a74455e779892d5e5156c5,Buzz Kill,Mod,buzz_kill
234,5b2985e1eb069f04ea65b0ea,Pyrana Prime Blueprint,Weapon,pyrana_prime_blueprint
235,5b2985e1eb069f04ea65b0ee,Pyrana Prime Receiver,Weapon,pyrana_prime_receiver
236,5b2985e1eb069f04ea65b0f3,Pyrana Prime Barrel,Weapon,pyrana_prime_barrel
237,5b2985e2eb069f04ea65b0f6,Destreza Prime Set,Weapon,destreza_prime_set
238,5bb7658e92ea46005b6d386d,Primed Expel Grineer,Mod,primed_expel_grineer
239,5bb7658f92ea46005b6d386e,Primed Expel Corpus,Mod,primed_expel_corpus
240,5bb7658f92ea46005b6d386f,Primed Expel Infested,Mod,primed_expel_infested
241,5bbcec53f639cf007b7357cf,Primed Expel Orokin,Mod,primed_expel_corrupted
242,5be5f5a13ffcc7038857f113,Quaking Hand,Mod,quaking_hand
243,5be5f5a23ffcc7038857f119,Flame Gland,Mod,flame_gland
244,5be5f5a23ffcc7038857f11c,Dividing Blades,Mod,dividing_blades
245,5be5f5a43ffcc7038857f132,Smooth Phasmin,Gem,smooth_phasmin
246,56153e9bb66f837074af99c5,Arcane Pulse,Arcane,arcane_pulse
247,567af35fcbfa8f05d076a522,Sudden Justice,Mod,sudden_justice
248,56a7b24c1133f656cb085d85,Blood Rush,Mod,blood_rush
249,56a7b28a1133f656cb085d8e,Shrapnel Shot,Mod,shrapnel_shot
250,54a74455e779892d5e5156ca,Coolant Leak,Mod,coolant_leak
251,56dac5905cc639de0a45c522,Ward Recovery,Mod,ward_recovery
252,54c686dce7798913e1a86565,Primed Heated Charge,Mod,primed_heated_charge
253,54a74454e779892d5e5155f3,Neutron Star,Mod,neutron_star
254,56dac5a85cc639de0a45c525,Skull Shots,Mod,skull_shots
255,54a73e65e779893a797fff70,Loki Prime Neuroptics Blueprint,Warframe,loki_prime_neuroptics_blueprint
256,59dfeb63115f1d887cfd7ab9,Vigilante Fervor,Mod,vigilante_fervor
257,54a73e65e779893a797fff24,Ankyros Prime Blade,Weapon,ankyros_prime_blade
258,54a73e65e779893a797fff26,Ankyros Prime Gauntlet,Weapon,ankyros_prime_gauntlet
259,54a73e65e779893a797fff27,Bo Prime Blueprint,Weapon,bo_prime_blueprint
260,592dd262011e88f094afec88,Silva & Aegis Prime Guard,Weapon,silva_and_aegis_prime_guard
261,54a74454e779892d5e5155ad,Vicious Frost,Mod,vicious_frost
262,54a74454e779892d5e5155af,Jagged Edge,Mod,jagged_edge
263,54a74454e779892d5e5155cf,Shield Disruption,Mod,shield_disruption
264,5a0475086c4655012038ddbf,Magus Vigor,Arcane,magus_vigor
265,54a74455e779892d5e5156f1,Shotgun Barrage,Mod,shotgun_barrage
266,54aaf130e7798916d6f20025,Arcane Swindle Helmet,Skin,arcane_swindle_helmet
267,59dfeb5c115f1d887cfd7ab8,Gladiator Vice,Mod,gladiator_vice
268,54aaf2e9e779892185a51ef4,Arcane Meridian Helmet,Skin,arcane_meridian_helmet
269,54aaf530e77989707ada3a7e,Legendary Fusion Core,Fusion Core,legendary_fusion_core
270,57bc9c84e506eb45ea251456,Tigris Prime Stock,Weapon,tigris_prime_stock
271,57c5948794b4b0f159ab5e0e,Spinning Needle,Mod,spinning_needle
272,5703ed1aa064f4ab755dc13a,Snipetron Vandal Stock,Weapon,snipetron_vandal_stock
273,54a74454e779892d5e515610,Wildfire,Mod,wildfire
274,54a74454e779892d5e51559f,Bane Of Grineer,Mod,bane_of_grineer
275,571955bf4445c3e28b80fc81,Scimitar Avionics Blueprint,Blueprint,scimitar_avionics_blueprint
276,54a74454e779892d5e5155a5,Reflex Guard,Mod,reflex_guard
277,5754a30de701ef5844257da8,Everlasting Ward,Mod,everlasting_ward
278,559daab7e779897b3d86cb8f,Ash Prime Neuroptics Blueprint,Warframe,ash_prime_neuroptics_blueprint
279,54a74454e779892d5e5155a8,Jolt,Mod,jolt
280,559daaf7e779897b5f3f5480,Vectis Prime Stock,Weapon,vectis_prime_stock
281,54a74454e779892d5e51561b,Stunning Speed,Mod,stunning_speed
282,54c6855ee779891362942572,Primed Continuity,Mod,primed_continuity
283,54a73e65e779893a797fff28,Bo Prime Handle,Weapon,bo_prime_handle
284,554d3c0ce7798942793d7e89,Crash Course,Mod,crash_course
285,567af35fcbfa8f05d076a525,Vital Systems Bypass,Mod,vital_systems_bypass
286,554d3f0ce779894445a848f3,Singularity,Mod,singularity
287,568c17a0c221c673bc088846,Armored Acrobatics,Mod,armored_acrobatics
288,554d3f0ce779894445a84900,Lethal Momentum,Mod,lethal_momentum
289,56900be253c8e91351672724,Primed Bane Of Infested,Mod,primed_bane_of_infested
290,56900c0053c8e91351672725,Primed Bane Of Corpus,Mod,primed_bane_of_corpus
291,559daac1e779897b4253a85e,Carrier Prime Blueprint,Blueprint,carrier_prime_blueprint
292,5696e4e06629907e30c394f8,Vulpine Mask,Mod,vulpine_mask
293,56a3ae00a4cc3c6028b342b1,Primed Bane Of Grineer,Mod,primed_bane_of_grineer
294,559daae0e779897b5273b716,Vectis Prime Barrel,Weapon,vectis_prime_barrel
295,54a74454e779892d5e51568c,Tactical Pump,Mod,tactical_pump
296,54aaf170e779893cfbd8ec50,Arcane Menticide Helmet,Skin,arcane_menticide_helmet
297,54aaf182e77989468dbe1add,Arcane Aurora Helmet,Skin,arcane_aurora_helmet
298,54a73e65e779893a797fff62,Soma Prime Blueprint,Weapon,soma_prime_blueprint
299,54a74454e779892d5e5155ed,Unleashed,Mod,unleashed
300,54a73e65e779893a797fff65,Vasto Prime Barrel,Weapon,vasto_prime_barrel
301,54aaf18be779894c7c9308d3,Arcane Chorus Helmet,Skin,arcane_chorus_helmet
302,54a73e65e779893a797fff66,Vasto Prime Blueprint,Weapon,vasto_prime_blueprint
303,54a74454e779892d5e5155ee,Entropy Flight,Mod,entropy_flight
304,56c3bbea5d2f0202da32e93f,Saryn Prime Set,Warframe,saryn_prime_set
305,5c1bda1b14a8e4006b1dad91,Poppin' Vert,Mod,poppin_vert
306,5c1bda1b14a8e4006b1dad92,Magus Repair,Arcane,magus_repair
307,5c1bda1e14a8e4006b1dad95,Magus Glitch,Arcane,magus_glitch
308,5c1bda2014a8e4006b1dad99,Perfect Balance,Mod,perfect_balance
309,5c1bda2214a8e4006b1dada0,Strain Consume,Mod,strain_consume
310,5c1e62d3817a0d0092fb1609,Zaw Riven Mod (Veiled),Riven,zaw_riven_mod_(veiled)
311,5c7849e22cc6ce090383e262,Wolf Sledge Blueprint,Weapon,wolf_sledge_blueprint
312,5c1bda0814a8e4006b1dad63,Magus Overload,Arcane,magus_overload
313,5c3892672cc6ce00f238139f,Molecular Fission,Mod,molecular_fission
314,5c7849e22cc6ce090383e26a,Wolf Sledge Motor,Weapon,wolf_sledge_motor
315,5c79229f2cc6ce0985fd3bb7,Wild Frenzy,Mod,wild_frenzy
316,5c93e3b8fc2db20121591320,Napalm Grenades,Mod,napalm_grenades
317,5ca2866ffc2db2035eae059a,Tipedo Prime Handle,Weapon,tipedo_prime_handle
318,5ca2866ffc2db2035eae059c,Stradavar Prime Set,Weapon,stradavar_prime_set
319,5ca28670fc2db2035eae05a6,Equinox Prime Blueprint,Warframe,equinox_prime_blueprint
320,54a73e65e779893a797fff36,Bronco Prime Barrel,Weapon,bronco_prime_barrel
321,56fdbd5d2e26966de716e432,War Hilt,Weapon,war_hilt
322,54a73e65e779893a797fff6a,Nova Prime Systems Blueprint,Warframe,nova_prime_systems_blueprint
323,54a73e65e779893a797fff80,Frost Prime Blueprint,Warframe,frost_prime_blueprint
324,54a73e65e779893a797fff37,Bronco Prime Blueprint,Weapon,bronco_prime_blueprint
325,54c688a2e77989145e6d0aa0,Astral Twilight,Mod,astral_twilight
326,567af35fcbfa8f05d076a4f5,Snap Shot,Mod,snap_shot
327,54a73e65e779893a797fff3b,Burston Prime Receiver,Weapon,burston_prime_receiver
328,54a73e65e779893a797fff40,Fang Prime Blade,Weapon,fang_prime_blade
329,573b7fc80ec44a47787a690f,Vauban Prime Neuroptics Blueprint,Warframe,vauban_prime_neuroptics_blueprint
330,54a73e65e779893a797fff48,Hikou Prime Stars,Weapon,hikou_prime_stars
331,54a74454e779892d5e515649,Intruder,Mod,intruder
332,59b2a2468d62f4b743a21f31,Prisma Angstrum,Weapon,prisma_angstrum
333,5783bf3cd9b6753790c89e92,Phaedra Stock,Weapon,phaedra_stock
334,54a74454e779892d5e515663,Scorch,Mod,scorch
335,54a74454e779892d5e5155be,Entropy Spike,Mod,entropy_spike
336,54a74454e779892d5e5155ef,Eleventh Storm,Mod,eleventh_storm
337,54a73e65e779893a797fff68,Nova Prime Neuroptics Blueprint,Warframe,nova_prime_neuroptics_blueprint
338,56dac57b5cc639de0a45c51e,Antimatter Mine,Mod,antimatter_mine
