,itemId,itemName,itemType,avgPlat,lastSold,avgPlatMaxed,lastSoldMaxed,avgPlatDiff,lastSoldPlatDiff
81,54a74454e779892d5e5155e5,Volcanic Edge,Mod,5.4,5.0,8.9,10.0,3.5,5.0
82,5527a279e77989205639861f,Odonata Prime Harness Blueprint,Blueprint,8.8,9.0,,,,
83,567af35fcbfa8f05d076a520,Secondary Wind,Mod,12.4,10.0,,,,
84,5527a288e77989205f31e525,Odonata Prime Systems Blueprint,Blueprint,6.7,6.364,,,,
85,54a74454e779892d5e5155f4,Point Strike,Mod,8.8,10.0,8.4,10.0,-0.4,0.0
86,567af35fcbfa8f05d076a521,Soaring Strike,Mod,,60.0,,,,
87,554d3af4e77989420d3de2a2,Pummel,Mod,4.4,4.0,,,,
88,5783bf10d9b6753790c89e8a,Velocitus Stock,Weapon,8.9,8.462,,,,
89,578d33bf34003bbbb9e20924,Rathbone Handle,Weapon,8.6,9.818,,,,
90,578d33bf34003bbbb9e20925,Rathbone Head,Weapon,12.7,14.0,,,,
91,57962daf19aaba0b00a9b1b0,Latron Wraith Barrel,Weapon,15.8,16.222,,,,
92,54a74455e779892d5e5156c7,Heated Charge,Mod,2.6,2.0,,,,
93,54a74455e779892d5e5156cf,System Reroute,Mod,7.0,7.286,94.4,100.0,87.4,92.71
94,591844575c170664fbd37eb5,Gorgon Wraith Receiver,Weapon,4.2,4.429,,,,
95,5615432bb66f8371035bfa23,Calculated Shot,Mod,,10.0,,50.0,0.0,40.0
96,54a74454e779892d5e5155f9,Vigor,Mod,4.8,4.833,,,,
97,54a73e65e779893a797fff47,Hikou Prime Pouch,Weapon,11.6,11.154,,,,
98,54a73e65e779893a797fff59,Reaper Prime Blueprint,Weapon,8.4,8.647,,,,
99,54aaf153e779892a1bb42966,Arcane Thrak Helmet,Skin,107.3,100.0,,,,
100,54c68686e7798913c1042b4b,Primed Point Blank,Mod,44.7,48.929,127.5,137.227,82.8,88.3
101,56dac5945cc639de0a45c523,Power Of Three,Mod,10.4,12.5,,,,
102,54a73e65e779893a797fff6f,Rhino Prime Neuroptics Blueprint,Warframe,15.6,15.111,,,,
103,5911f11d97a0add8e9d5da4c,Disarming Purity,Mod,10.8,10.0,,,,
104,591844575c170664fbd37eb6,Gorgon Wraith Stock,Weapon,3.9,4.143,,,,
105,59a5cd4d5cd9938cfede7045,Ballistica Prime String,Weapon,10.6,9.5,,,,
106,54a74454e779892d5e515676,Crossing Snakes,Mod,2.3,1.0,,,,
107,54a74454e779892d5e515678,Rejuvenation,Mod,17.1,19.0,25.7,27.0,8.6,8.0
108,54a74455e779892d5e5156e3,Dig,Mod,4.3,4.0,,,,
109,54a74454e779892d5e515679,Shredder,Mod,,3.0,,,,
110,54a74455e779892d5e5156f3,Continuous Misery,Mod,2.4,3.0,9.4,10.0,7.0,7.0
111,56783f24cbfa8f0432dd89b0,Vasto Prime Set,Weapon,32.5,32.988,,,,
112,54aaf1d2e77989786a5f748b,Arcane Avalon Helmet,Skin,84.5,100.0,,,,
113,54a74455e779892d5e5156f5,Thermite Rounds,Mod,10.6,11.781,19.9,20.333,9.3,8.55
114,54aaf1dde779897eebeee19d,Arcane Flux Helmet,Skin,92.0,100.0,,,,
115,54aae272e7798975bbba5f07,Telos Akbolto,Weapon,26.9,24.615,,,,
116,54aaf1eee779890a8654131d,Arcane Aura Helmet,Skin,135.5,117.5,,,,
117,54aae2ace7798918750e63f2,Sancti Castanas,Weapon,36.2,34.476,,,,
118,5729bd11cb59ed5a9b484e90,Rift Strike,Mod,5.1,5.0,,19.0,-5.1,14.0
119,5729bd15cb59ed5a9b484e91,Vulcan Blitz,Mod,8.6,6.0,25.4,10.0,16.8,4.0
120,54aaf209e7798917c67289d4,Arcane Gambit Helmet,Skin,112.8,75.0,,,,
121,54aaefd0e77989436b138405,Arcane Chlora Helmet,Skin,290.0,150.0,,,,
122,54aaf231e77989307d9accb2,Arcane Esprit Helmet,Skin,103.0,100.0,,,,
123,551085ece7798972cb579c3e,Arcane Trickery,Arcane,3.9,4.0,,,,
124,592dd262011e88f094afec7e,Oberon Prime Neuroptics Blueprint,Warframe,28.3,26.528,,,,
125,55158cd0e7798915e9d64c1e,Volt Prime Neuroptics Blueprint,Warframe,39.5,39.851,,,,
126,54aaf265e779895081b99385,Arcane Phoenix Helmet,Skin,85.0,90.0,,,,
127,59a5cd4d5cd9938cfede7044,Ballistica Prime Lower Limb,Weapon,6.6,6.857,,,,
128,55158cd9e7798915ee6bd13f,Volt Prime Chassis Blueprint,Warframe,15.9,17.059,,,,
129,59eba86952f90ed715e14157,Marquise Veridos,Gem,1.0,1.0,,,,
130,54aaf284e77989627dc20627,Arcane Reverb Helmet,Skin,107.0,100.0,,,,
131,5526aec0e779896af9418258,Explosive Legerdemain,Mod,8.9,9.463,12.3,10.0,3.4,0.54
132,595567c18e34b5ed3cb3d9bc,Smite Corrupted,Mod,9.2,9.5,,,,
133,54aaf29ce7798971c40870b8,Arcane Hemlock Helmet,Skin,109.0,140.0,,,,
134,5526aec0e779896af941825b,Vampire Leech,Mod,13.5,10.25,16.0,17.0,2.5,6.75
135,5d21ce47f4604c012d1e0c15,Zhuge Prime Blueprint,Weapon,4.6,5.111,,,,
136,5d21ce48f4604c012d1e0c16,Ninkondi Prime Chain,Weapon,3.8,3.4,,,,
137,5d21ce48f4604c012d1e0c17,Zhuge Prime Receiver,Weapon,9.8,9.5,,,,
138,5d21ce49f4604c012d1e0c19,Zhuge Prime Set,Weapon,56.5,59.769,,,,
139,5d21ce4af4604c012d1e0c1a,Wukong Prime Neuroptics Blueprint,Warframe,6.2,6.0,,,,
140,54a74454e779892d5e5155a1,Ruinous Extension,Mod,17.9,19.429,23.7,26.0,5.8,6.57
141,54a74454e779892d5e5155a2,Savagery,Mod,5.0,6.0,,,,
142,54a74454e779892d5e5155ca,Pistol Gambit,Mod,11.8,13.0,,,,
143,54a74454e779892d5e5155d5,Gleaming Blight,Mod,9.8,20.0,,,,
144,54a73e65e779893a797fff6d,Ember Prime Neuroptics Blueprint,Warframe,14.3,14.121,,,,
145,54a74455e779892d5e5156ad,Lingering Torment,Mod,3.4,3.0,,940.0,-3.4,937.0
146,54a74454e779892d5e51558d,Hammer Shot,Mod,93.4,96.123,95.0,96.524,1.6,0.4
147,5655c4b3b66f832e11abd3fb,Primed Shotgun Ammo Mutation,Mod,198.0,217.5,,,,
148,566751d35dcbc186f0536bd6,Arcane Velocity,Arcane,8.3,8.624,,,,
149,54a73e65e779893a797fff72,Nyx Prime Blueprint,Warframe,6.7,8.026,,,,
150,56675653f9001cd2824a6827,Dera Vandal Stock,Weapon,9.1,7.0,,,,
151,5667568bf9001cd2824a6828,Karak Wraith Blueprint,Weapon,11.4,12.4,,,,
152,54a73e65e779893a797fff76,Nyx Prime Systems Blueprint,Warframe,8.4,9.212,,,,
153,54e644ffe779897594fa68d0,Swing Line,Mod,10.4,10.0,,,,
154,56783f24cbfa8f0432dd8999,Dual Kamas Prime Set,Weapon,142.2,142.308,,,,
155,567af35fcbfa8f05d076a51d,Measured Burst,Mod,9.0,8.0,,,,
156,54a74455e779892d5e5156c3,Safeguard Switch,Mod,12.8,13.6,14.3,15.0,1.5,1.4
157,585a93012c2ada004f1a297e,Prisma Shade,Sentinel,71.0,69.0,,,,
158,5d322d1174bdad027da4d08e,Gas City Lobby Scene,Misc.,21.6,3.0,,,,
159,54a74454e779892d5e5155d6,Overextended,Mod,10.7,10.254,21.0,19.05,10.3,8.8
160,54a74454e779892d5e515641,Protect,Mod,5.2,6.0,,,,
161,54e0c9eee7798903744178ac,Total Eclipse,Mod,10.6,10.147,10.9,13.167,0.3,3.02
162,54aaf2ade779897b41e2872c,Arcane Pulse Helmet,Skin,180.0,180.0,,,,
163,59dfeb63115f1d887cfd7abc,Vigilante Pursuit,Mod,5.9,5.5,,,,
164,554d3f0ce779894445a848f5,Purging Slash,Mod,11.3,15.0,14.8,8.0,3.5,-7.0
165,54aaf2f8e779892b01b42391,Arcane Mag Gauss Helmet,Skin,143.9,150.0,,,,
166,54aaf526e779896a8c2ecfd8,Ancient Fusion Core,Fusion Core,510.0,400.0,,,,
167,59e91860f25be4e10d36571f,Furax Wraith Right Gauntlet,Weapon,7.1,7.0,,,,
168,554d3f0ce779894445a848fe,Auger Strike,Mod,13.9,14.0,,,,
169,54a73e65e779893a797fff71,Nyx Prime Neuroptics Blueprint,Warframe,36.5,33.275,,,,
170,54a73e65e779893a797fff77,Rhino Prime Blueprint,Warframe,34.0,34.081,,,,
171,54a74454e779892d5e515603,Steady Hands,Mod,2.3,2.5,,,,
172,57bc9c84e506eb45ea251458,Tigris Prime Receiver,Weapon,8.3,7.944,,,,
173,56dac8cc5cc639de0a45c52c,Energy Conversion,Mod,46.2,46.8,53.9,51.923,7.7,5.12
174,55a46c61e779890338bfadd8,Arcane Resistance,Arcane,4.4,4.375,,,,
175,54a74454e779892d5e51560d,Lethal Torrent,Mod,18.6,19.126,23.2,22.72,4.6,3.59
176,56fdbd6c2e26966de716e433,War Blade,Weapon,2.5,1.867,,,,
177,554d3f0ce779894445a848f2,Detect Vulnerability,Mod,55.1,50.0,54.3,65.0,-0.8,15.0
178,57c73be094b4b0f159ab5e14,Elemental Sandstorm,Mod,11.8,12.0,14.4,14.25,2.6,2.25
179,54a74454e779892d5e515612,Steel Fiber,Mod,33.6,37.5,,,,
180,54a74454e779892d5e5155b9,Magazine Extension,Mod,4.8,5.0,,,,
181,55c15473e779895de4118590,Concealed Explosives,Mod,3.1,3.0,,,,
182,54c685c4e77989137eb0f9be,Primed Ravage,Mod,40.8,43.583,124.6,127.688,83.8,84.11
183,55c154a7e779895e0186c0a4,Depleted Reload,Mod,2.8,2.833,8.2,10.0,5.4,7.17
184,58b57068eb26db5c31192116,Helios Prime Carapace,Sentinel,6.1,4.6,,,,
185,54ca4337e779891a2e3fbc83,Wyrm Prime Systems,Blueprint,35.3,34.37,,,,
186,56153692b66f836f7d649936,Trinity Prime Neuroptics Blueprint,Warframe,9.9,9.767,,,,
187,54e644ffe779897594fa68ce,Mind Freak,Mod,12.5,12.0,13.6,15.0,1.1,3.0
188,54a73e65e779893a797fff42,Fang Prime Handle,Weapon,2.3,2.0,,,,
189,54a74454e779892d5e5155ff,Streamline,Mod,2.1,2.0,5.7,5.5,3.6,3.5
190,54a74454e779892d5e515688,Insulation,Mod,,,,,,
191,56a7b2901133f656cb085d8f,Pressurized Magazine,Mod,4.4,4.0,,,,
192,56dac5b05cc639de0a45c527,Ambush Optics,Mod,14.1,14.375,,,,
193,54a73e65e779893a797fff73,Nyx Prime Chassis Blueprint,Warframe,8.5,8.913,,,,
194,5526aec0e779896af941825e,Capacitance,Mod,10.7,10.136,15.2,12.8,4.5,2.66
195,54a74454e779892d5e5155fb,Shell Compression,Mod,4.6,5.0,,,,
196,54a73e65e779893a797fff75,Loki Prime Chassis Blueprint,Warframe,19.7,20.0,,,,
197,554d3f0ce779894445a848f8,Bore,Mod,8.4,8.0,,,,
198,554d3f0ce779894445a848f9,Signal Flare,Mod,,,,,,
199,55c153bfe779895d7c52cd96,Lightning Dash,Mod,4.0,5.0,,,,
200,54a73e65e779893a797fff83,Mag Prime Chassis Blueprint,Warframe,11.9,9.72,,,,
201,5707cc07a820909ab922558e,Snipetron Vandal Set,Weapon,36.8,35.917,,,,
202,55c153d3e779895d8cb3df5f,Battering Maneuver,Mod,6.3,9.0,,,,
203,55c153e0e779895d97f9cca1,Piercing Step,Mod,6.4,5.0,,,,
204,54a74454e779892d5e515617,Fireball Frenzy,Mod,11.1,9.0,,,,
205,54a74454e779892d5e5155b8,Lasting Purity,Mod,11.0,10.0,,,,
206,54a74454e779892d5e515618,Energy Siphon,Mod,11.8,14.368,16.3,16.75,4.5,2.38
207,54a74454e779892d5e51561a,Stalk,Mod,14.0,5.0,,,,
208,54a74454e779892d5e51561d,Magazine Warp,Mod,4.2,3.0,,,,
209,576459d33ae92d545fd1e7ba,Infiltrate,Mod,10.5,10.818,11.3,11.0,0.8,0.18
210,54a74454e779892d5e515643,Coiling Viper,Mod,2.0,3.0,,,,
211,5765ab4947837cf09eec1f02,Primed Pressure Point,Mod,59.4,60.556,143.5,146.744,84.1,86.19
212,5783908cd9b6753790c89e7f,Cold Snap,Mod,3.1,2.833,,,,
213,54a74454e779892d5e515644,Hell's Chamber,Mod,3.0,2.0,7.4,5.0,4.4,3.0
214,5911f11d97a0add8e9d5da4f,Stockpiled Blight,Mod,7.8,9.0,,,,
215,59a5cd4d5cd9938cfede7042,Nami Skyla Prime Handle,Weapon,8.0,8.429,,,,
216,54a74454e779892d5e51560b,Fracturing Wind,Mod,2.0,3.0,,3.0,-2.0,0.0
217,5914639e6b46c14200a37888,Fulmination,Mod,50.2,50.5,62.0,69.0,11.8,18.5
218,54a74454e779892d5e51562f,Ammo Drum,Mod,4.8,10.0,,,,
219,588247dcefa102dc532bd503,Sovereign Outcast,Mod,6.8,6.76,11.0,7.0,4.2,0.24
220,59dfeb5c115f1d887cfd7ab5,Gladiator Might,Mod,15.3,15.283,24.0,24.08,8.7,8.8
221,54a74454e779892d5e515631,Heavy Impact,Mod,2.8,2.0,,,,
222,54a74454e779892d5e51563f,Thunderbolt,Mod,2.3,2.0,,,,
223,54a74454e779892d5e51564c,Pool Of Life,Mod,14.2,14.0,,,,
224,54a74455e779892d5e5156a3,Entropy Burst,Mod,9.0,8.0,,,,
225,54a74455e779892d5e5156a4,Fatal Attraction,Mod,10.7,10.0,,,,
226,54a74455e779892d5e5156a5,Seismic Palm,Mod,2.5,2.333,,,,
227,54a74455e779892d5e5156a7,Pressure Point,Mod,8.7,3.0,,,,
228,54a74455e779892d5e5156ab,Modified Munitions,Mod,5.2,5.0,,,,
229,54a74455e779892d5e5156b0,Natural Talent,Mod,8.7,9.186,14.9,15.125,6.2,5.94
230,54a74455e779892d5e5156b3,Flechette,Mod,,,,,,
231,54a74455e779892d5e5156b7,Shimmering Blight,Mod,3.8,4.25,13.3,10.0,9.5,5.75
232,54a74455e779892d5e5156b9,Justice Blades,Mod,8.2,10.0,,,,
233,54a74455e779892d5e5156c5,Buzz Kill,Mod,11.4,10.0,21.5,22.5,10.1,12.5
234,5b2985e1eb069f04ea65b0ea,Pyrana Prime Blueprint,Weapon,31.2,30.923,,,,
235,5b2985e1eb069f04ea65b0ee,Pyrana Prime Receiver,Weapon,7.0,7.0,,,,
236,5b2985e1eb069f04ea65b0f3,Pyrana Prime Barrel,Weapon,5.6,5.294,,,,
237,5b2985e2eb069f04ea65b0f6,Destreza Prime Set,Weapon,59.1,60.423,,,,
238,5bb7658e92ea46005b6d386d,Primed Expel Grineer,Mod,93.3,90.0,219.5,203.0,126.2,113.0
239,5bb7658f92ea46005b6d386e,Primed Expel Corpus,Mod,66.5,69.0,167.8,174.5,101.3,105.5
240,5bb7658f92ea46005b6d386f,Primed Expel Infested,Mod,54.4,60.75,142.0,165.0,87.6,104.25
241,5bbcec53f639cf007b7357cf,Primed Expel Corrupted,Mod,67.5,68.0,191.2,179.333,123.7,111.33
242,5be5f5a13ffcc7038857f113,Quaking Hand,Mod,,,,,,
243,5be5f5a23ffcc7038857f119,Flame Gland,Mod,10.2,10.0,,,,
244,5be5f5a23ffcc7038857f11c,Dividing Blades,Mod,,5.0,,,,
245,5be5f5a43ffcc7038857f132,Smooth Phasmin,Gem,1.0,1.0,,,,
246,56153e9bb66f837074af99c5,Arcane Pulse,Arcane,2.8,3.0,,,,
247,567af35fcbfa8f05d076a522,Sudden Justice,Mod,,10.0,,,,
248,56a7b24c1133f656cb085d85,Blood Rush,Mod,9.6,9.789,59.8,55.073,50.2,45.28
249,56a7b28a1133f656cb085d8e,Shrapnel Shot,Mod,6.5,8.0,,,,
250,54a74455e779892d5e5156ca,Coolant Leak,Mod,6.3,5.6,,,,
251,56dac5905cc639de0a45c522,Ward Recovery,Mod,,,,,,
252,54c686dce7798913e1a86565,Primed Heated Charge,Mod,77.6,74.812,167.0,173.5,89.4,98.69
253,54a74454e779892d5e5155f3,Neutron Star,Mod,11.3,11.429,15.6,20.0,4.3,8.57
254,56dac5a85cc639de0a45c525,Skull Shots,Mod,10.4,10.0,,,,
255,54a73e65e779893a797fff70,Loki Prime Neuroptics Blueprint,Warframe,16.3,16.0,,,,
256,59dfeb63115f1d887cfd7ab9,Vigilante Fervor,Mod,8.5,8.6,15.9,20.0,7.4,11.4
257,54a73e65e779893a797fff24,Ankyros Prime Blade,Weapon,9.8,9.9,,,,
258,54a73e65e779893a797fff26,Ankyros Prime Gauntlet,Weapon,12.6,12.24,,,,
259,54a73e65e779893a797fff27,Bo Prime Blueprint,Weapon,9.4,8.8,,,,
260,592dd262011e88f094afec88,Silva & Aegis Prime Guard,Weapon,19.6,19.833,,,,
261,54a74454e779892d5e5155ad,Vicious Frost,Mod,8.7,9.04,13.2,10.667,4.5,1.63
262,54a74454e779892d5e5155af,Jagged Edge,Mod,3.1,3.5,8.2,10.0,5.1,6.5
263,54a74454e779892d5e5155cf,Shield Disruption,Mod,12.3,14.4,14.9,12.75,2.6,-1.65
264,5a0475086c4655012038ddbf,Magus Vigor,Arcane,4.6,3.714,,,,
265,54a74455e779892d5e5156f1,Shotgun Barrage,Mod,3.4,3.0,13.5,17.5,10.1,14.5
266,54aaf130e7798916d6f20025,Arcane Swindle Helmet,Skin,245.0,205.0,,,,
267,59dfeb5c115f1d887cfd7ab8,Gladiator Vice,Mod,12.5,11.831,19.5,19.6,7.0,7.77
268,54aaf2e9e779892185a51ef4,Arcane Meridian Helmet,Skin,134.0,120.0,,,,
269,54aaf530e77989707ada3a7e,Legendary Fusion Core,Fusion Core,113.6,117.212,,,,
270,57bc9c84e506eb45ea251456,Tigris Prime Stock,Weapon,6.0,6.0,,,,
271,57c5948794b4b0f159ab5e0e,Spinning Needle,Mod,2.6,2.4,6.1,10.0,3.5,7.6
272,5703ed1aa064f4ab755dc13a,Snipetron Vandal Stock,Weapon,13.9,15.0,,,,
273,54a74454e779892d5e515610,Wildfire,Mod,3.6,3.125,6.8,7.667,3.2,4.54
274,54a74454e779892d5e51559f,Bane Of Grineer,Mod,3.1,3.0,,,,
275,571955bf4445c3e28b80fc81,Scimitar Avionics Blueprint,Blueprint,6.8,7.444,,,,
276,54a74454e779892d5e5155a5,Reflex Guard,Mod,3.3,6.0,59.9,59.333,56.6,53.33
277,5754a30de701ef5844257da8,Everlasting Ward,Mod,9.9,10.4,,,,
278,559daab7e779897b3d86cb8f,Ash Prime Neuroptics Blueprint,Warframe,12.9,12.224,,,,
279,54a74454e779892d5e5155a8,Jolt,Mod,35.5,35.727,36.8,36.889,1.3,1.16
280,559daaf7e779897b5f3f5480,Vectis Prime Stock,Weapon,9.0,8.843,,,,
281,54a74454e779892d5e51561b,Stunning Speed,Mod,3.0,3.125,,,,
282,54c6855ee779891362942572,Primed Continuity,Mod,72.7,74.9,158.5,161.897,85.8,87.0
283,54a73e65e779893a797fff28,Bo Prime Handle,Weapon,10.8,11.4,,,,
284,554d3c0ce7798942793d7e89,Crash Course,Mod,4.4,4.0,,,,
285,567af35fcbfa8f05d076a525,Vital Systems Bypass,Mod,18.9,11.5,,,,
286,554d3f0ce779894445a848f3,Singularity,Mod,10.2,9.0,,,,
287,568c17a0c221c673bc088846,Armored Acrobatics,Mod,,15.0,,,,
288,554d3f0ce779894445a84900,Lethal Momentum,Mod,5.3,5.214,,,,
289,56900be253c8e91351672724,Primed Bane Of Infested,Mod,87.3,86.667,203.4,185.0,116.1,98.33
290,56900c0053c8e91351672725,Primed Bane Of Corpus,Mod,41.1,43.6,143.3,132.5,102.2,88.9
291,559daac1e779897b4253a85e,Carrier Prime Blueprint,Blueprint,8.1,8.571,,,,
292,5696e4e06629907e30c394f8,Vulpine Mask,Mod,1.6,1.0,,,,
293,56a3ae00a4cc3c6028b342b1,Primed Bane Of Grineer,Mod,86.5,93.0,188.3,188.0,101.8,95.0
294,559daae0e779897b5273b716,Vectis Prime Barrel,Weapon,11.5,10.026,,,,
295,54a74454e779892d5e51568c,Tactical Pump,Mod,3.2,5.0,,,,
